id,sim
0,0.0626569515023212
1,0.3712545741661041
2,0.4069778688332233
3,0.5055022542350786
4,0.31977868885493943
5,0.4306229062512304
6,0.3202745895650605
7,0.4971985664954368
8,0.41997225275209904
9,0.12742608005982925
10,0.3429080997158636
11,0.2459097240749446
12,0.41039725912777
13,0.4211814561897882
14,0.3896838945465292
15,0.28782889110084464
16,0.2986111140157611
17,0.2627230628092361
18,0.606183709256523
19,0.2540569709680476
20,0.4265071341668068
21,0.31016824314857083
22,0.5680384879054801
23,0.4400419166734154
24,0.3564030254827899
25,0.3886036321732268
26,0.26874167522535264
27,0.4248078618835272
28,0.2293586682888894
29,0.2818395046277473
30,0.5014435580958131
31,0.3852217645118437
32,0.2890991326044219
33,0.3292305611325834
34,0.25007910758984964
35,0.5407374234522633
36,0.3394125069042333
37,0.3289881926398701
38,0.20983036886488304
39,0.31799547573397224
40,0.17277894937938476
41,0.3358652085492403
42,0.3202794774843225
43,0.21732890209737696
44,0.5068626566938375
45,0.06970591835296391
46,0.17276157993012842
47,0.22512705557571933
48,0.13628646603046324
49,0.2419734392988242
50,0.2521679706747699
51,0.4532250223494427
52,0.3158463507640009
53,0.42225944194083787
54,0.5465520912507048
55,0.24836599400435244
56,0.3288072200349065
57,0.28778097111862744
58,0.09663186826116156
59,0.07515554475538377
60,0.2588560546309391
61,0.4501298457779499
62,0.515812870652087
63,0.5099003119101598
64,0.2509746630340013
65,0.4704413453031544
66,0.40537150993644255
67,0.30378138985789804
68,0.4444590976018862
69,0.19179003661890226
70,0.2813576219810682
71,0.2778275592944395
72,0.6285222180323292
73,0.2637375212872133
74,0.2255426212989441
75,0.4921197165124567
76,0.844314559722549
77,0.2565982412938917
78,0.4777577246972058
79,0.6600736022380652
80,0.3011102615129797
81,0.12492317216070592
82,0.3821600796546963
83,0.2689656297249191
84,0.32249230327190226
85,0.4759975950206421
86,0.4829823051036674
87,0.3112704808739253
88,0.4985216149769872
89,0.3636359823557569
90,0.530153177174863
91,0.3905196140147307
92,0.5440380771220651
93,0.4157695343844666
94,0.4192190992785288
95,0.4525105209358955
96,0.4926124988529166
97,0.33607861225573843
98,0.2297942674596887
99,0.5125399038623384
100,0.27459998588259205
101,0.32111832769318416
102,0.3375851267801826
103,0.11356345880125818
104,0.40499210993558177
105,0.4389796018281117
106,0.3146139681850547
107,0.30769818052935194
108,0.2966660276002497
109,0.37781601874863147
110,0.6744667812173764
111,0.3672651526224795
112,0.4416444683280412
113,0.4502032127182447
114,0.5184198785669308
115,0.4223058532110082
116,0.20743534884579876
117,0.2719215325320028
118,0.5288799717281581
119,0.1941333172744979
120,0.34262713836180125
121,0.3441450851111081
122,0.37539785283493865
123,0.23657556141937766
124,0.2054817533096418
125,0.4411929849030433
126,0.3298762526314177
127,0.5752737526607088
128,0.3641318830653477
129,0.3767464194979606
130,0.3945688758235829
131,0.26604390403017564
132,0.18604383926688306
133,0.5207329733123784
134,0.3075438630377721
135,0.28412810670004784
136,0.3615101862477245
137,0.2851651711311676
138,0.2351563135689521
139,0.26901475417362963
140,0.2262108652372036
141,0.3524169183044843
142,0.09332606710186132
143,0.5407834178408741
144,0.3304167733776978
145,0.2748621922980692
146,0.2860067375761175
147,0.33093355095200383
148,0.23582443062460776
149,0.4790745443250404
150,0.3858927030102704
151,0.26090419787668995
152,0.4768991713180965
153,0.31534005234457696
154,0.26366357698726883
155,0.2842662449696
156,0.3390368683489835
157,0.4034628861609917
158,0.4751127457369021
159,0.1480974736583841
160,0.3047553359978248
161,0.5188336868582818
162,0.39442704921796395
163,0.14957009858342651
164,0.2604820213782744
165,0.5063131642358027
166,0.3663775038699443
167,0.7430672763299592
168,0.6214562192610116
169,0.2871042307680882
170,0.395532481179176
171,0.44748178838574537
172,0.3935926200245892
173,0.3301364084688209
174,0.4698665717387063
175,0.3649157729138455
176,0.5515445510421291
177,0.5129450171650716
178,0.31523973640183056
179,0.33902612054249537
180,0.42446194919013824
181,0.18396357736191327
182,0.2963036635327697
183,0.17988219193240718
184,0.42719988883496174
185,0.35069543062590425
186,0.15226348011116508
187,0.3217758999244531
188,0.38477345823399106
189,0.3787795102627578
190,0.4577306405201436
191,0.35202101500277794
192,0.6717933335252337
193,-0.021993294366442703
194,0.3103314616167778
195,0.3600835127547757
196,0.43107856745642814
197,0.4671204922117528
198,0.3264172034993245
199,0.3573574453582732
200,0.2542066160399148
201,0.4690539774891764
202,0.23652568407416075
203,0.4932915640956331
204,0.4534828712361911
205,0.4707518238585382
206,0.3684729888906799
207,0.5100794651499134
208,0.2774060330521483
209,0.43905187389706857
210,0.6284234897302187
211,0.2898990770874126
212,0.13371495499892394
213,0.36998002004432906
214,0.39610464735954604
215,0.39104881684033704
216,0.24436115423348104
217,0.4543649534591949
218,0.3462890717113025
219,0.42410935370541736
220,0.3947223176961734
221,0.27468265647888823
222,0.20995854097788536
223,0.21992383875417665
224,0.13846304105818452
225,0.5074015571382556
226,0.4586809530759464
227,0.37405643880906814
228,0.2796137764179094
229,0.6346188243637243
230,0.2009241781334508
231,0.3835830069993972
232,0.4056376043189185
233,0.5053230163929634
234,0.4194162200598679
235,0.376632547620936
236,0.4328531302788441
237,0.11834215782384028
238,0.21959886751538996
239,0.29506418690614145
240,0.4516691650039819
241,0.24214598350689245
242,0.2180735394996305
243,0.3299063376784905
244,0.32651244460839857
245,0.1636220408543818
246,0.25142491082656226
247,0.3775237839988287
248,0.2261114234947851
249,0.3872846833191397
250,0.15165308247489806
251,0.25533416191424185
252,0.3905411236266619
253,0.3999381552820622
254,0.4169306595903548
255,0.3199671324266543
256,0.4063888164868019
257,0.2369214536695744
258,0.4618489113497355
259,0.052623827077760484
260,0.6814166088976119
261,0.11526498974749587
262,0.2809229529683688
263,0.2947148959313608
264,0.5001899690188205
265,0.5014756863085189
266,0.3727903676610673
267,0.2973862016196295
268,0.3433882659750185
269,0.2096844437050298
270,0.33999163267756105
271,0.2419744375627144
272,0.14692898346052166
273,0.31447937365067513
274,0.18099658481798495
275,0.2616079571086386
276,0.31576434173974605
277,0.3366698556947065
278,0.5176984816669629
279,0.3123576281829531
280,0.4555043409857949
281,0.10328088942141944
282,0.4009375048805121
283,0.04009650735237802
284,0.3438643275613551
285,0.3279588142815633
286,0.5204146810242987
287,0.4045105131774948
288,0.17963807802280007
289,0.1848238992240576
290,0.19862745431800088
291,0.3735992826542767
292,0.19059471805734773
293,0.11715127466021745
294,0.4490430862764952
295,0.5549883855520441
296,0.4277179939604829
297,0.3474221293004871
298,0.3768870294369768
299,0.1534978147993783
300,0.14965638727536068
301,0.4587921154095159
302,0.1452138986148137
303,0.16139731741647598
304,0.13386368874838814
305,0.1936926903925582
306,0.3612860215952811
307,0.3785120129466557
308,0.4357696944234653
309,0.3077524308238211
310,0.43739726589805183
311,0.6862321474004417
312,0.3965295038618817
313,0.24422647199939415
314,0.2081896450557026
315,0.5156797967718699
316,0.4519054676087828
317,0.571495371003385
318,0.4368094437435127
319,0.3580027658159324
320,0.29672532084357905
321,0.2734135271889109
322,0.35954162777388
323,0.4333098860954516
324,0.355926440941964
325,0.2343169843355217
326,0.3359815515891412
327,0.35054355570754714
328,0.4077639720691164
329,0.3495019895958781
330,0.3791147304811357
331,0.4659007446372756
332,0.1361525087767148
333,0.4687465259532466
334,0.6696841056094784
335,0.5066589363219268
336,0.4481280778263811
337,0.3409622813211973
338,0.39839975636435865
339,0.3107979130665857
340,0.27208084230203466
341,0.11013686883154206
342,0.14573692934805982
343,0.1673790406371265
344,0.16569198179772493
345,0.16147021800317485
346,0.03985209130281664
347,0.12720482382500986
348,0.13019256398065535
349,0.2304716636406071
350,0.17829242931532685
351,0.19097925445834474
352,0.22390489521174173
353,0.28108031322367844
354,0.12939033885241702
355,0.3271500113758208
356,0.2237370866774457
357,0.5517525779465835
358,0.4596055908353786
359,0.4115551361312764
360,0.4611581004090852
361,0.42550288769339417
362,0.4576982069050651
363,0.5649819770140968
364,0.3187436594117756
365,0.5105991102777203
366,0.4486606562030853
367,0.4385102584564571
368,0.14614959259761262
